,count,freq
deibel,1,0.0009871668311944718
takers,1,0.0009871668311944718
selfcritical,10,0.009871668311944718
persuasive,5,0.004935834155972359
wipers,1,0.0009871668311944718
papery,1,0.0009871668311944718
polite,12,0.011846001974333662
salesperson,1,0.0009871668311944718
peppering,1,0.0009871668311944718
veracity,1,0.0009871668311944718
types,60,0.059230009871668314
hyperwired,1,0.0009871668311944718
needles,5,0.004935834155972359
grapes,2,0.0019743336623889436
nape,1,0.0009871668311944718
bonsai,1,0.0009871668311944718
overtures,1,0.0009871668311944718
ruthless,1,0.0009871668311944718
winning,25,0.024679170779861797
generated,3,0.0029615004935834156
twentyfifth,1,0.0009871668311944718
centuries,9,0.008884501480750246
twitchy,2,0.0019743336623889436
havetos,1,0.0009871668311944718
flexing,2,0.0019743336623889436
parrotted,1,0.0009871668311944718
perfectly,43,0.04244817374136229
sabbaths,1,0.0009871668311944718
destined,4,0.003948667324777887
eventsat,1,0.0009871668311944718
eyesand,1,0.0009871668311944718
memoryand,1,0.0009871668311944718
product,11,0.01085883514313919
upbeat,12,0.011846001974333662
diet,88,0.08687068114511352
places,70,0.06910167818361303
duallanguage,1,0.0009871668311944718
entrance,4,0.003948667324777887
psychoeducational,1,0.0009871668311944718
darwin,4,0.003948667324777887
crusty,4,0.003948667324777887
blueenriched,1,0.0009871668311944718
calmer,51,0.050345508390918066
distilling,2,0.0019743336623889436
experimenter,1,0.0009871668311944718
italian,9,0.008884501480750246
inner,92,0.09081934846989141
exists,18,0.017769002961500493
garage,6,0.005923000987166831
connotations,5,0.004935834155972359
overweight,13,0.012833168805528134
treatise,1,0.0009871668311944718
warfare,1,0.0009871668311944718
howard,4,0.003948667324777887
lacking,16,0.01579466929911155
aboutand,1,0.0009871668311944718
texas,9,0.008884501480750246
residents,2,0.0019743336623889436
expel,1,0.0009871668311944718
abuzz,1,0.0009871668311944718
unit,4,0.003948667324777887
thingand,1,0.0009871668311944718
addon,2,0.0019743336623889436
seventeen,2,0.0019743336623889436
treesa,1,0.0009871668311944718
obsessed,9,0.008884501480750246
legitimate,2,0.0019743336623889436
cypress,1,0.0009871668311944718
requiredeven,1,0.0009871668311944718
oncall,1,0.0009871668311944718
skeletal,4,0.003948667324777887
landmark,4,0.003948667324777887
charmingly,1,0.0009871668311944718
bomb,1,0.0009871668311944718
provides,50,0.049358341559723594
lost,177,0.17472852912142153
leap,14,0.013820335636722606
releasefollows,1,0.0009871668311944718
cramped,4,0.003948667324777887
jobrelated,1,0.0009871668311944718
writing,448,0.4422507403751234
sidestep,1,0.0009871668311944718
carbonell,4,0.003948667324777887
tampa,1,0.0009871668311944718
strains,2,0.0019743336623889436
grilled,2,0.0019743336623889436
righteven,1,0.0009871668311944718
corticotropin,2,0.0019743336623889436
competitionbut,1,0.0009871668311944718
chalked,2,0.0019743336623889436
recruit,2,0.0019743336623889436
portraits,3,0.0029615004935834156
evaluated,30,0.029615004935834157
ritual,33,0.03257650542941757
jokingly,1,0.0009871668311944718
analysis,22,0.02171767028627838
onigiris,1,0.0009871668311944718
postdiagnosisis,1,0.0009871668311944718
exemplary,2,0.0019743336623889436
houses,7,0.006910167818361303
discourages,1,0.0009871668311944718
began,227,0.2240868706811451
planet,24,0.023692003948667325
autistic,3,0.0029615004935834156
pavie,1,0.0009871668311944718
superman,1,0.0009871668311944718
pishke,1,0.0009871668311944718
encounteredpregnancy,1,0.0009871668311944718
proenneke,1,0.0009871668311944718
oftentimes,5,0.004935834155972359
exaggerating,1,0.0009871668311944718
visitacion,1,0.0009871668311944718
strawberries,2,0.0019743336623889436
discipline,12,0.011846001974333662
beers,1,0.0009871668311944718
thatto,1,0.0009871668311944718
improv,5,0.004935834155972359
autumn,3,0.0029615004935834156
nucleus,7,0.006910167818361303
sexes,1,0.0009871668311944718
creating,88,0.08687068114511352
port,2,0.0019743336623889436
tumultuous,4,0.003948667324777887
airlines,3,0.0029615004935834156
suite,2,0.0019743336623889436
leandro,1,0.0009871668311944718
carte,1,0.0009871668311944718
boomerang,1,0.0009871668311944718
fishenriched,1,0.0009871668311944718
highly,51,0.050345508390918066
kneading,1,0.0009871668311944718
attuned,13,0.012833168805528134
truest,3,0.0029615004935834156
supermarket,13,0.012833168805528134
copper,1,0.0009871668311944718
lavish,1,0.0009871668311944718
enrolling,1,0.0009871668311944718
exchanges,4,0.003948667324777887
machinecut,1,0.0009871668311944718
verbiage,1,0.0009871668311944718
future,209,0.2063178677196446
tootsie,1,0.0009871668311944718
ways––both,1,0.0009871668311944718
ate,41,0.040473840078973346
cubicle,2,0.0019743336623889436
tries,16,0.01579466929911155
seagulls,1,0.0009871668311944718
perpetuates,2,0.0019743336623889436
roll,31,0.03060217176702863
travelers,11,0.01085883514313919
maddux,5,0.004935834155972359
threat,27,0.02665350444225074
gamble,3,0.0029615004935834156
lest,4,0.003948667324777887
frogger,3,0.0029615004935834156
mcconaughey,1,0.0009871668311944718
hang,27,0.02665350444225074
sponsor,2,0.0019743336623889436
resistancetraining,1,0.0009871668311944718
stratosphere,1,0.0009871668311944718
intruders,2,0.0019743336623889436
susceptibility,3,0.0029615004935834156
screwing,3,0.0029615004935834156
invited,22,0.02171767028627838
dregs,1,0.0009871668311944718
repeatedlyyour,1,0.0009871668311944718
herbal,3,0.0029615004935834156
whereabouts,1,0.0009871668311944718
amplifies,4,0.003948667324777887
adopting,16,0.01579466929911155
intolerable,2,0.0019743336623889436
cremation,3,0.0029615004935834156
typetextcss,1,0.0009871668311944718
nurturing,20,0.019743336623889437
embarrassment,11,0.01085883514313919
customized,2,0.0019743336623889436
inanimate,1,0.0009871668311944718
engineering,2,0.0019743336623889436
smaller,49,0.04837117472852912
starred,1,0.0009871668311944718
feelingsbecause,1,0.0009871668311944718
dialogueespecially,1,0.0009871668311944718
kulhau,1,0.0009871668311944718
nondistressed,1,0.0009871668311944718
melody,12,0.011846001974333662
crawled,2,0.0019743336623889436
detour,1,0.0009871668311944718
atmosphere,9,0.008884501480750246
dehydration,4,0.003948667324777887
persuasively,1,0.0009871668311944718
canterbury,2,0.0019743336623889436
supremely,3,0.0029615004935834156
compressing,1,0.0009871668311944718
servant,1,0.0009871668311944718
psyching,1,0.0009871668311944718
introducing,12,0.011846001974333662
prioritized,4,0.003948667324777887
playground,10,0.009871668311944718
grossing,2,0.0019743336623889436
microproblems,1,0.0009871668311944718
alwayson,5,0.004935834155972359
openand,1,0.0009871668311944718
unloaded,2,0.0019743336623889436
pearson,3,0.0029615004935834156
messages,37,0.03652517275419546
tenths,1,0.0009871668311944718
participant,10,0.009871668311944718
arousable,1,0.0009871668311944718
infps,1,0.0009871668311944718
justforfun,1,0.0009871668311944718
variations,8,0.007897334649555774
likely,335,0.33070088845014806
consumers,8,0.007897334649555774
srchttpswwwheadspacecomblogwpcontentthemesheadspacevsrcimagesgoogleplaypnga,1,0.0009871668311944718
cults,1,0.0009871668311944718
engineer,6,0.005923000987166831
nadine,1,0.0009871668311944718
conserve,1,0.0009871668311944718
congruent,1,0.0009871668311944718
handi,1,0.0009871668311944718
smiled,6,0.005923000987166831
relstylesheet,1,0.0009871668311944718
stations,10,0.009871668311944718
lagging,2,0.0019743336623889436
counterproductive,5,0.004935834155972359
constantine,1,0.0009871668311944718
sequencesis,1,0.0009871668311944718
squeaky,1,0.0009871668311944718
leisure,10,0.009871668311944718
dies,8,0.007897334649555774
brunch,5,0.004935834155972359
custodian,1,0.0009871668311944718
itof,1,0.0009871668311944718
summoned,3,0.0029615004935834156
unleashing,2,0.0019743336623889436
pelt,1,0.0009871668311944718
scanning,7,0.006910167818361303
bhattacharjee,1,0.0009871668311944718
functioning,24,0.023692003948667325
fled,5,0.004935834155972359
jumbosized,1,0.0009871668311944718
lyrical,1,0.0009871668311944718
poweredup,1,0.0009871668311944718
extend,20,0.019743336623889437
similareven,1,0.0009871668311944718
rap,5,0.004935834155972359
kinder,23,0.022704837117472853
prepares,2,0.0019743336623889436
consortium,1,0.0009871668311944718
uptight,2,0.0019743336623889436
brainstorming,7,0.006910167818361303
laude,1,0.0009871668311944718
othersi,2,0.0019743336623889436
dice,8,0.007897334649555774
backpacks,2,0.0019743336623889436
nerveracking,1,0.0009871668311944718
landing,6,0.005923000987166831
oppressing,1,0.0009871668311944718
pick,72,0.07107601184600197
korn,1,0.0009871668311944718
victim,20,0.019743336623889437
native,8,0.007897334649555774
junk,18,0.017769002961500493
comforts,5,0.004935834155972359
pools,1,0.0009871668311944718
rattled,2,0.0019743336623889436
brutally,1,0.0009871668311944718
insula,6,0.005923000987166831
regarded,7,0.006910167818361303
asap,1,0.0009871668311944718
tickle,10,0.009871668311944718
reclined,1,0.0009871668311944718
appear,48,0.04738400789733465
reclaiming,2,0.0019743336623889436
tribes,2,0.0019743336623889436
stung,1,0.0009871668311944718
relational,3,0.0029615004935834156
disinfectant,1,0.0009871668311944718
kahi,1,0.0009871668311944718
juli,2,0.0019743336623889436
snails,2,0.0019743336623889436
skateboard,1,0.0009871668311944718
skillswapping,1,0.0009871668311944718
vividness,1,0.0009871668311944718
backlog,1,0.0009871668311944718
passing––if,1,0.0009871668311944718
mistaken,4,0.003948667324777887
stimulation,12,0.011846001974333662
studiously,1,0.0009871668311944718
final,51,0.050345508390918066
brighter,2,0.0019743336623889436
pmam,1,0.0009871668311944718
captured,3,0.0029615004935834156
enhance,41,0.040473840078973346
ruth,1,0.0009871668311944718
envied,1,0.0009871668311944718
scorers,1,0.0009871668311944718
brightly,2,0.0019743336623889436
worriersomeone,1,0.0009871668311944718
paralyzed,14,0.013820335636722606
seedlings,1,0.0009871668311944718
lecture,4,0.003948667324777887
irresistible,2,0.0019743336623889436
memento,3,0.0029615004935834156
husband,219,0.21618953603158933
animal,30,0.029615004935834157
subjugation,1,0.0009871668311944718
literallyhis,1,0.0009871668311944718
evaded,1,0.0009871668311944718
principal,3,0.0029615004935834156
leverage,3,0.0029615004935834156
doled,2,0.0019743336623889436
ethical,7,0.006910167818361303
–ricky,1,0.0009871668311944718
breakage,1,0.0009871668311944718
peertopeer,23,0.022704837117472853
cowboy,3,0.0029615004935834156
shadow,6,0.005923000987166831
appetite,9,0.008884501480750246
reappraisal,1,0.0009871668311944718
enhancingdiminishing,1,0.0009871668311944718
hoe,2,0.0019743336623889436
packrats,1,0.0009871668311944718
inmates,1,0.0009871668311944718
volunteerism,1,0.0009871668311944718
breezes,2,0.0019743336623889436
bullshit,4,0.003948667324777887
alberta,1,0.0009871668311944718
ensue,2,0.0019743336623889436
andeven,1,0.0009871668311944718
dwecks,2,0.0019743336623889436
forbes,2,0.0019743336623889436
quinoa,8,0.007897334649555774
soma,1,0.0009871668311944718
notoriously,6,0.005923000987166831
assistant,13,0.012833168805528134
disneyland,1,0.0009871668311944718
represent,16,0.01579466929911155
riser,2,0.0019743336623889436
orlova,3,0.0029615004935834156
momentright,1,0.0009871668311944718
pups,4,0.003948667324777887
cough,2,0.0019743336623889436
greats,1,0.0009871668311944718
twiggys,1,0.0009871668311944718
overfussy,1,0.0009871668311944718
selfinduced,2,0.0019743336623889436
twitpic,2,0.0019743336623889436
boundarycrossing,1,0.0009871668311944718
companys,5,0.004935834155972359
adrian,7,0.006910167818361303
cheery,1,0.0009871668311944718
crop,3,0.0029615004935834156
spiritually,1,0.0009871668311944718
noras,2,0.0019743336623889436
guessabout,1,0.0009871668311944718
sixyearold,1,0.0009871668311944718
membrane,1,0.0009871668311944718
nittygritty,1,0.0009871668311944718
wishywashy,2,0.0019743336623889436
stars,10,0.009871668311944718
slap,2,0.0019743336623889436
fans,15,0.014807502467917079
moaning,2,0.0019743336623889436
unitedstatesgov,1,0.0009871668311944718
generic,2,0.0019743336623889436
scruffy,1,0.0009871668311944718
dismissed,9,0.008884501480750246
wilson,5,0.004935834155972359
redeeming,2,0.0019743336623889436
eighteen,6,0.005923000987166831
additional,28,0.027640671273445213
mantilla,1,0.0009871668311944718
self,173,0.17077986179664364
predators,2,0.0019743336623889436
wrap,8,0.007897334649555774
oaks,2,0.0019743336623889436
itch,10,0.009871668311944718
adding,31,0.03060217176702863
sleepiness,7,0.006910167818361303
icahn,1,0.0009871668311944718
sits,12,0.011846001974333662
lifeending,1,0.0009871668311944718
thinkingthey,1,0.0009871668311944718
kinds,38,0.03751233958538993
feats,2,0.0019743336623889436
routineand,1,0.0009871668311944718
choicethat,1,0.0009871668311944718
bret,1,0.0009871668311944718
undivided,4,0.003948667324777887
csats,1,0.0009871668311944718
guilt,107,0.10562685093780849
scraper,1,0.0009871668311944718
hymnal,1,0.0009871668311944718
donald,2,0.0019743336623889436
ira,1,0.0009871668311944718
ratrace,1,0.0009871668311944718
levine,11,0.01085883514313919
footie,1,0.0009871668311944718
institution,3,0.0029615004935834156
everythings,2,0.0019743336623889436
bossno,1,0.0009871668311944718
shrine,1,0.0009871668311944718
keratin,1,0.0009871668311944718
cultures,15,0.014807502467917079
extroverted,1,0.0009871668311944718
stashor,1,0.0009871668311944718
goinstead,1,0.0009871668311944718
retouched,1,0.0009871668311944718
muffledlike,1,0.0009871668311944718
loved,189,0.18657453109575517
subperfect,1,0.0009871668311944718
corrosion,2,0.0019743336623889436
turtles,1,0.0009871668311944718
associate,37,0.03652517275419546
agreeably,1,0.0009871668311944718
test,85,0.08390918065153011
iterative,1,0.0009871668311944718
contest,4,0.003948667324777887
deadens,1,0.0009871668311944718
concern,27,0.02665350444225074
musical,16,0.01579466929911155
crosssectional,1,0.0009871668311944718
pete,4,0.003948667324777887
yourselfits,1,0.0009871668311944718
dreams,62,0.06120434353405726
hbo,4,0.003948667324777887
itemtypehttpschemaorgwpfooter,1,0.0009871668311944718
anxietya,1,0.0009871668311944718
throwing,19,0.018756169792694965
empowered,11,0.01085883514313919
freaked,3,0.0029615004935834156
darker,3,0.0029615004935834156
tedious,8,0.007897334649555774
communications,7,0.006910167818361303
peterborough,1,0.0009871668311944718
resentments,1,0.0009871668311944718
sings,2,0.0019743336623889436
guitar,5,0.004935834155972359
semiscientific,1,0.0009871668311944718
spectrumand,1,0.0009871668311944718
facebook,91,0.08983218163869694
conditioned,7,0.006910167818361303
adaptive,11,0.01085883514313919
busrage,1,0.0009871668311944718
ezell,1,0.0009871668311944718
abovebut,1,0.0009871668311944718
prep,6,0.005923000987166831
cvma,1,0.0009871668311944718
somethingi,1,0.0009871668311944718
bikes,3,0.0029615004935834156
anvils,1,0.0009871668311944718
noncatinterrupted,1,0.0009871668311944718
reluctant,9,0.008884501480750246
australia,8,0.007897334649555774
enjoying,58,0.05725567620927937
selflessness,3,0.0029615004935834156
heartening,1,0.0009871668311944718
band,8,0.007897334649555774
mommy,6,0.005923000987166831
shorts,5,0.004935834155972359
forks,1,0.0009871668311944718
abandonment,7,0.006910167818361303
financialrelated,1,0.0009871668311944718
tugofwar,1,0.0009871668311944718
greeting,3,0.0029615004935834156
rehospitalized,1,0.0009871668311944718
alleviates,2,0.0019743336623889436
besiege,1,0.0009871668311944718
worldwide,14,0.013820335636722606
famines,1,0.0009871668311944718
quicksand,1,0.0009871668311944718
beckkaren,1,0.0009871668311944718
earplugs,2,0.0019743336623889436
buckwheatits,1,0.0009871668311944718
vans,2,0.0019743336623889436
realize,170,0.16781836130306022
marons,1,0.0009871668311944718
necessary,77,0.07601184600197433
legumesand,1,0.0009871668311944718
recurring,15,0.014807502467917079
stacks,2,0.0019743336623889436
hopedbut,1,0.0009871668311944718
higherincome,3,0.0029615004935834156
samaritan,1,0.0009871668311944718
cleanup,4,0.003948667324777887
threetime,1,0.0009871668311944718
hrefhttpswwwheadspacecomblogauthordanitkayadanit,1,0.0009871668311944718
trips,25,0.024679170779861797
muscles,51,0.050345508390918066
surfing,8,0.007897334649555774
spurs,1,0.0009871668311944718
triumphant,2,0.0019743336623889436
selffulfillment,1,0.0009871668311944718
aisles,1,0.0009871668311944718
obstetrics,1,0.0009871668311944718
illogical,6,0.005923000987166831
cupid,1,0.0009871668311944718
advertisers,1,0.0009871668311944718
threelegged,1,0.0009871668311944718
wrongs,2,0.0019743336623889436
stick,71,0.0700888450148075
profitmotive,1,0.0009871668311944718
traveler,8,0.007897334649555774
sign,75,0.07403751233958539
cooking,55,0.054294175715695954
oozing,2,0.0019743336623889436
overdrive,7,0.006910167818361303
pizza,12,0.011846001974333662
lengthy,5,0.004935834155972359
gluing,3,0.0029615004935834156
quandary,2,0.0019743336623889436
expensed,1,0.0009871668311944718
childless,3,0.0029615004935834156
swinging,6,0.005923000987166831
philosophical,5,0.004935834155972359
undo,2,0.0019743336623889436
invincible,2,0.0019743336623889436
enemy,12,0.011846001974333662
reagan,2,0.0019743336623889436
fondness,1,0.0009871668311944718
wellplanned,1,0.0009871668311944718
lifeit,2,0.0019743336623889436
pajer,1,0.0009871668311944718
dry,15,0.014807502467917079
tiny,48,0.04738400789733465
itched,1,0.0009871668311944718
electricity,2,0.0019743336623889436
mindour,1,0.0009871668311944718
mechanism,27,0.02665350444225074
charmander,1,0.0009871668311944718
needed,200,0.19743336623889438
pku,1,0.0009871668311944718
peer,8,0.007897334649555774
everythingfrom,1,0.0009871668311944718
leisurely,5,0.004935834155972359
treasure,2,0.0019743336623889436
adultsmost,1,0.0009871668311944718
homeworki,1,0.0009871668311944718
sixteen,3,0.0029615004935834156
impulses,20,0.019743336623889437
reiki,1,0.0009871668311944718
confronted,13,0.012833168805528134
tetris,2,0.0019743336623889436
spearheaded,1,0.0009871668311944718
nanci,1,0.0009871668311944718
imperfections,5,0.004935834155972359
vomiting,2,0.0019743336623889436
cathedral,1,0.0009871668311944718
behavioral,57,0.0562685093780849
sexphysical,1,0.0009871668311944718
rigorously,3,0.0029615004935834156
afternoons,7,0.006910167818361303
headed,12,0.011846001974333662
ipracticed,1,0.0009871668311944718
content,48,0.04738400789733465
strengthens,8,0.007897334649555774
politicians,2,0.0019743336623889436
caitlyn,2,0.0019743336623889436
brilliant,25,0.024679170779861797
bathrooms,2,0.0019743336623889436
weiss,5,0.004935834155972359
offkey,1,0.0009871668311944718
wilderness,4,0.003948667324777887
graffiti,1,0.0009871668311944718
striatum,2,0.0019743336623889436
crosby,1,0.0009871668311944718
hinge,1,0.0009871668311944718
seat,48,0.04738400789733465
assisting,1,0.0009871668311944718
boomer,1,0.0009871668311944718
highachieving,1,0.0009871668311944718
ligaments,2,0.0019743336623889436
artistic,9,0.008884501480750246
fullyfunctioning,1,0.0009871668311944718
fetus,5,0.004935834155972359
options,59,0.05824284304047384
teasing,4,0.003948667324777887
cleared,5,0.004935834155972359
careening,1,0.0009871668311944718
macy,17,0.01678183613030602
advent,7,0.006910167818361303
nappies,1,0.0009871668311944718
spelling,3,0.0029615004935834156
whacking,1,0.0009871668311944718
blood,123,0.12142152023692004
totally,42,0.04146100691016782
hershey,1,0.0009871668311944718
computerbased,1,0.0009871668311944718
selfits,1,0.0009871668311944718
wtf,1,0.0009871668311944718
applying,19,0.018756169792694965
undergrad,2,0.0019743336623889436
exile,1,0.0009871668311944718
virus,4,0.003948667324777887
lexington,1,0.0009871668311944718
retire,5,0.004935834155972359
euphoria,4,0.003948667324777887
quickfix,2,0.0019743336623889436
slamming,5,0.004935834155972359
duty,1,0.0009871668311944718
spewingwhere,1,0.0009871668311944718
grinned,1,0.0009871668311944718
daylight,5,0.004935834155972359
thinks,31,0.03060217176702863
stranded,4,0.003948667324777887
dancyger,2,0.0019743336623889436
layer,7,0.006910167818361303
xanax,1,0.0009871668311944718
integrative,7,0.006910167818361303
gory,2,0.0019743336623889436
shopped,1,0.0009871668311944718
liberal,1,0.0009871668311944718
caringmade,1,0.0009871668311944718
impacting,5,0.004935834155972359
disharmony,1,0.0009871668311944718
longrange,1,0.0009871668311944718
enlightened,3,0.0029615004935834156
stepmom,1,0.0009871668311944718
ashes,3,0.0029615004935834156
keys,15,0.014807502467917079
surge,10,0.009871668311944718
struggled,35,0.034550839091806514
cortland,1,0.0009871668311944718
newer,6,0.005923000987166831
cooling,3,0.0029615004935834156
circumstance,10,0.009871668311944718
chemicallydependent,1,0.0009871668311944718
forbid,3,0.0029615004935834156
notwithstanding,1,0.0009871668311944718
stumble,8,0.007897334649555774
exerciser,1,0.0009871668311944718
scenario,36,0.035538005923000986
allencompassing,2,0.0019743336623889436
parathas,1,0.0009871668311944718
schwartzs,1,0.0009871668311944718
disciplinary,1,0.0009871668311944718
religious,23,0.022704837117472853
preloaded,1,0.0009871668311944718
restate,2,0.0019743336623889436
alaska,6,0.005923000987166831
cartoons,6,0.005923000987166831
reg,1,0.0009871668311944718
command,5,0.004935834155972359
infuse,2,0.0019743336623889436
quantitatively,1,0.0009871668311944718
oster,1,0.0009871668311944718
halted,1,0.0009871668311944718
hissed,1,0.0009871668311944718
steaming,4,0.003948667324777887
workplace,52,0.05133267522211254
ciders,1,0.0009871668311944718
lead,198,0.19545903257650543
shortcomings,8,0.007897334649555774
steppingstone,1,0.0009871668311944718
noon,4,0.003948667324777887
visualized,1,0.0009871668311944718
heartpumping,1,0.0009871668311944718
bookher,1,0.0009871668311944718
smartphones,24,0.023692003948667325
lobby,3,0.0029615004935834156
recollection,3,0.0029615004935834156
riding,17,0.01678183613030602
collaboration,6,0.005923000987166831
endlessly,6,0.005923000987166831
healing,63,0.06219151036525173
lmft,5,0.004935834155972359
shirts,3,0.0029615004935834156
complexes,1,0.0009871668311944718
gainesville,1,0.0009871668311944718
farther,5,0.004935834155972359
maldives,1,0.0009871668311944718
disaster,18,0.017769002961500493
halfmade,1,0.0009871668311944718
struggles,37,0.03652517275419546
schaffner,1,0.0009871668311944718
chords,5,0.004935834155972359
lovingly,5,0.004935834155972359
cleanses,2,0.0019743336623889436
evolve,11,0.01085883514313919
sleepy,7,0.006910167818361303
matched,6,0.005923000987166831
neurobiology,2,0.0019743336623889436
lineage,1,0.0009871668311944718
anger,134,0.13228035538005922
evaporating,1,0.0009871668311944718
machiavellianism,1,0.0009871668311944718
respectfulness,1,0.0009871668311944718
daddys,1,0.0009871668311944718
availability,4,0.003948667324777887
brudo,2,0.0019743336623889436
position,47,0.04639684106614018
pegged,1,0.0009871668311944718
nodding,3,0.0029615004935834156
facilitators,1,0.0009871668311944718
bribe,1,0.0009871668311944718
inoculate,2,0.0019743336623889436
laguna,1,0.0009871668311944718
midconversation,1,0.0009871668311944718
incessant,4,0.003948667324777887
negativitychange,1,0.0009871668311944718
relapse,6,0.005923000987166831
shaped,14,0.013820335636722606
amplitude,2,0.0019743336623889436
birthed,3,0.0029615004935834156
trainrage,1,0.0009871668311944718
dough,9,0.008884501480750246
haley,1,0.0009871668311944718
afternoonid,1,0.0009871668311944718
liver,2,0.0019743336623889436
speeding,3,0.0029615004935834156
knightleys,1,0.0009871668311944718
venues,1,0.0009871668311944718
compatible,8,0.007897334649555774
cruise,1,0.0009871668311944718
pathways,8,0.007897334649555774
matteroffact,1,0.0009871668311944718
upsides,3,0.0029615004935834156
burly,1,0.0009871668311944718
radically,2,0.0019743336623889436
windblown,1,0.0009871668311944718
dentist,6,0.005923000987166831
twitter,48,0.04738400789733465
noninflammatory,1,0.0009871668311944718
slasher,1,0.0009871668311944718
docking,1,0.0009871668311944718
prediction,1,0.0009871668311944718
procrastination,31,0.03060217176702863
motivations,3,0.0029615004935834156
stony,1,0.0009871668311944718
brimming,4,0.003948667324777887
sion,1,0.0009871668311944718
squelched,1,0.0009871668311944718
areenabling,1,0.0009871668311944718
depends,20,0.019743336623889437
replaced,20,0.019743336623889437
touched,10,0.009871668311944718
